vehicle_age_years,mileage_km,brand_tier,accident_count,service_history,ownership_count,vehicle_color,feature_package,market_demand,fuel_type,transmission,body_type,resale_value_usd
12.0,193646.72439360074,Budget,0.0,Partial,,White,Luxury,Low,Diesel,Automatic,Sedan,5474.025449854187
19.0,134433.73646315964,Luxury,2.0,Complete,4.0,Silver,Mid,Low,Petrol,Automatic,Coupe,53122.66137101216
3.0,152183.80542535635,Budget,0.0,Complete,3.0,White,Luxury,Medium,Petrol,Automatic,SUV,33137.899682105504
19.0,158914.99673700778,Budget,0.0,Complete,3.0,Black,Base,Low,Diesel,Manual,Convertible,
11.0,36088.853840862175,Budget,2.0,Partial,3.0,Blue,Mid,Low,Hybrid,Manual,,16129.915541308612
4.0,52298.26369179006,Luxury,1.0,Complete,1.0,Blue,Base,High,Diesel,Automatic,Coupe,
17.0,133225.3373481894,Mainstream,0.0,Partial,,Other,Luxury,High,Electric,Manual,Sedan,42317.419553305976
17.0,33230.93662888074,Budget,1.0,Partial,4.0,Blue,Base,Medium,Electric,Manual,Coupe,17350.867379571922
7.0,241419.92753129723,Mainstream,,Complete,1.0,Other,Base,Low,Diesel,Manual,Truck,30822.199976800046
5.0,,Budget,1.0,Partial,2.0,Black,Luxury,Medium,Electric,Manual,SUV,60801.263793213926
19.0,98121.1054791996,Luxury,0.0,Complete,4.0,White,Base,Medium,Electric,Automatic,SUV,65194.4314777216
19.0,43597.309209932006,Luxury,1.0,Partial,1.0,Silver,Luxury,,Petrol,Manual,Coupe,64246.79951663937
9.0,107050.80488142066,Luxury,0.0,Partial,1.0,Silver,Luxury,Low,Hybrid,Manual,Sedan,56521.37948121749
17.0,79094.41581317448,Premium,0.0,Partial,3.0,White,Mid,Medium,Petrol,Automatic,Coupe,44719.5482245696
9.0,26542.156944498485,Luxury,2.0,Complete,1.0,Blue,Mid,Medium,Petrol,Automatic,Convertible,45398.532659198194
14.0,241916.29733331525,Mainstream,1.0,Complete,3.0,Other,Base,High,Hybrid,Automatic,SUV,76410.84209695295
5.0,69919.63353199195,Budget,1.0,Partial,1.0,Silver,Base,,Petrol,Manual,Convertible,70595.89344817602
2.0,174165.20932271343,Mainstream,0.0,Complete,1.0,Blue,Base,High,Electric,Manual,Truck,53033.37721449968
15.0,,Premium,1.0,None,1.0,Red,Premium,Medium,Diesel,Manual,SUV,39074.11067149679
16.0,228726.40728505925,Mainstream,0.0,Complete,1.0,Red,Premium,Low,Diesel,Manual,SUV,59138.422013673735
19.0,149734.10563234135,Budget,1.0,None,1.0,Silver,Mid,High,Hybrid,Manual,Truck,7829.12410828058
1.0,165933.64009226995,Budget,1.0,None,4.0,White,,High,Diesel,Automatic,Convertible,75734.83114294565
12.0,196537.16836387277,Luxury,1.0,Complete,1.0,White,Premium,Low,Diesel,Automatic,Coupe,45163.62116156108
19.0,,Premium,0.0,Complete,1.0,White,Premium,Medium,Diesel,Automatic,Sedan,41714.86497413298
15.0,22372.32731124763,Premium,1.0,Partial,3.0,Blue,Luxury,Medium,Diesel,Automatic,Convertible,25394.28164409908
5.0,110247.69378987739,Mainstream,2.0,Complete,2.0,,Base,Low,,Automatic,Truck,3260.9910972197426
1.0,69197.37286613045,Luxury,1.0,Partial,2.0,,,High,Electric,Automatic,Truck,7715.725816795534
11.0,124245.67006689004,,0.0,Complete,4.0,Black,Premium,Low,Electric,Automatic,Truck,23251.651264719603
9.0,104059.66461202582,Luxury,0.0,Complete,1.0,Black,Premium,Medium,Diesel,,SUV,44699.06192030752
7.0,207500.61373821765,Budget,2.0,Complete,2.0,Silver,Luxury,Medium,Hybrid,Manual,Coupe,9435.684398621815
2.0,65526.650291393875,Premium,1.0,Complete,3.0,,Luxury,High,Petrol,Manual,SUV,77848.00468830284
17.0,54318.75952309735,Mainstream,1.0,Partial,3.0,White,Premium,High,Diesel,Automatic,SUV,
16.0,239731.14238539085,Mainstream,0.0,None,4.0,Silver,Luxury,Low,,Manual,SUV,27356.4455201279
16.0,237631.57040284897,Mainstream,0.0,Complete,3.0,Red,Base,Medium,,Automatic,Truck,43440.12895121646
14.0,248398.91640481225,Luxury,2.0,Partial,2.0,Other,Mid,Medium,Petrol,Automatic,Convertible,8003.967587694337
2.0,144253.2419888526,Premium,0.0,Partial,2.0,Red,Premium,Low,Diesel,Automatic,,68484.70186516947
19.0,32720.27034430465,Premium,0.0,Complete,2.0,,Mid,High,Hybrid,Manual,Sedan,38441.33941127366
3.0,220641.0964806133,Budget,1.0,Partial,1.0,Black,Luxury,Medium,Petrol,Automatic,Coupe,16731.826680570364
8.0,40553.171143121945,Budget,1.0,Partial,3.0,Red,Mid,Medium,Petrol,Automatic,Coupe,15453.551067643242
19.0,43120.60987714325,Budget,1.0,Complete,3.0,Black,Premium,High,Diesel,Automatic,Truck,30793.485237883917
16.0,52382.404034091545,Mainstream,1.0,Partial,1.0,Black,Luxury,Medium,Hybrid,Manual,Sedan,47148.93662485774
4.0,165087.61467130776,Mainstream,1.0,Partial,2.0,Blue,Mid,High,Hybrid,Automatic,Convertible,35101.75106130878
8.0,31263.76804069401,Premium,1.0,Complete,3.0,Other,Base,Low,Diesel,Automatic,Truck,48953.39505761465
1.0,195678.99910788267,Budget,0.0,Partial,2.0,Other,Premium,High,Diesel,Automatic,Coupe,57321.78635735757
4.0,19271.641009723273,Mainstream,1.0,Complete,1.0,Red,Premium,,Diesel,Automatic,Truck,60633.63470020202
7.0,32059.407364595932,Budget,1.0,Partial,2.0,Red,Premium,Low,Hybrid,Automatic,Coupe,33873.57808875828
1.0,111449.3497082995,Budget,,Partial,4.0,Black,Premium,Medium,Petrol,Manual,Sedan,58209.254989896464
18.0,,Premium,,Complete,1.0,White,Luxury,Medium,Diesel,Automatic,Truck,13895.835197073253
4.0,247478.52575737133,Premium,0.0,Partial,2.0,Blue,Base,High,Electric,Manual,SUV,42508.4074218272
14.0,241881.66939608232,Mainstream,0.0,Partial,1.0,White,Base,High,Electric,Automatic,Coupe,8583.633198217563
8.0,51472.042802128264,Premium,0.0,Partial,3.0,Black,Mid,Low,Diesel,Manual,SUV,21796.133532812328
18.0,236933.05854422334,Budget,0.0,Complete,4.0,Red,Premium,Low,Electric,Automatic,Coupe,47905.37509148826
7.0,174604.1664829317,Premium,0.0,Partial,,White,Premium,Medium,Petrol,Automatic,SUV,60012.39278672786
3.0,105166.57555564232,Budget,1.0,Partial,2.0,Other,Mid,Medium,Petrol,Automatic,Sedan,10338.820980949324
14.0,186209.57837943063,Budget,1.0,Partial,3.0,,Luxury,Low,Electric,Automatic,Sedan,18944.378199024417
12.0,225534.53659810396,Mainstream,1.0,Partial,2.0,White,Base,High,Hybrid,Automatic,Convertible,79376.16251873801
15.0,49134.680680748876,Mainstream,1.0,Complete,,Red,Premium,Low,Diesel,,Convertible,28999.638544670903
8.0,53016.144037526974,Mainstream,1.0,Complete,1.0,Other,Mid,Medium,Hybrid,Automatic,Convertible,24871.13906408041
5.0,105136.5867457768,Budget,0.0,None,,Black,Base,High,Petrol,Automatic,Truck,9564.796046448339
17.0,46456.88397709232,Premium,1.0,Partial,2.0,White,Mid,Low,Electric,Automatic,,56502.89293090443
10.0,93297.38399792486,Mainstream,1.0,None,1.0,Black,Mid,Medium,Diesel,Automatic,Truck,42135.510600450594
11.0,163194.42413031595,Mainstream,0.0,Complete,2.0,Blue,Luxury,High,Electric,Manual,Convertible,15131.417594438091
16.0,,Premium,0.0,Partial,1.0,Silver,Base,High,Electric,Automatic,Coupe,51733.16398676936
,78974.05973292288,Premium,0.0,Partial,4.0,Red,Premium,High,Hybrid,Automatic,Truck,43483.54751680241
4.0,74024.01753218532,Mainstream,1.0,Partial,1.0,,Base,High,Hybrid,Manual,Sedan,46500.787951073486
5.0,196037.0262753485,Budget,1.0,Partial,2.0,Black,Luxury,High,Electric,Manual,Coupe,79603.82002887067
10.0,98351.42537061474,Budget,1.0,Complete,3.0,Silver,Premium,Low,Petrol,Automatic,Convertible,5203.18005151838
14.0,205526.46512786616,Mainstream,1.0,Partial,1.0,Other,Base,High,Diesel,Manual,Sedan,73452.85639287125
9.0,248378.17848065725,Premium,1.0,Partial,4.0,Red,Luxury,Low,Electric,Automatic,Coupe,67825.58864183743
18.0,245018.82561601067,Budget,1.0,Complete,4.0,White,Premium,High,Electric,Automatic,Truck,34981.39749883211
6.0,167358.30393758582,Premium,0.0,Partial,4.0,,Premium,Medium,Electric,Automatic,Convertible,70832.86923015393
11.0,96927.23678747538,Luxury,1.0,Partial,4.0,White,Mid,High,Electric,Automatic,Truck,52939.21566270939
17.0,21045.015571806856,Premium,0.0,Complete,,Red,Mid,Low,Hybrid,Automatic,Sedan,71480.2977859932
9.0,185819.95501567988,Premium,1.0,Complete,4.0,White,Luxury,Medium,Hybrid,Manual,Sedan,48794.27793426223
3.0,244601.97405804475,Luxury,0.0,,3.0,Blue,Premium,Medium,Petrol,Automatic,Sedan,19643.49142757682
16.0,21656.19348782889,Budget,0.0,Complete,1.0,Black,Base,Low,Diesel,Automatic,Coupe,47369.04657198654
4.0,6511.089102056835,Budget,0.0,Complete,,,,Medium,Electric,Manual,Convertible,16787.79309062057
15.0,208785.1681625208,Budget,1.0,Partial,1.0,Other,Luxury,Low,Petrol,Automatic,Sedan,13843.750431921562
2.0,30053.4456993681,Mainstream,0.0,Complete,2.0,Blue,Base,,Hybrid,Automatic,Truck,53362.71485794963
17.0,24997.63020916697,Luxury,1.0,Partial,1.0,Other,Premium,High,Diesel,Manual,Convertible,75955.69947324003
19.0,228032.33671467876,Premium,1.0,Complete,2.0,White,Base,Low,Petrol,Automatic,Truck,48314.19039897327
16.0,24492.398859610927,Luxury,1.0,None,2.0,Other,Mid,High,Diesel,Automatic,Truck,64275.647739631444
19.0,32934.3254199794,Luxury,2.0,Complete,1.0,Black,Base,Medium,Diesel,Automatic,Sedan,
17.0,144545.55044107485,Luxury,1.0,Complete,4.0,Silver,Mid,High,Diesel,Automatic,Convertible,53374.19819654853
4.0,190419.47239315635,Luxury,4.0,Partial,,White,Base,High,Hybrid,Automatic,SUV,59439.26530522833
18.0,102895.20338498567,Luxury,0.0,Complete,1.0,Other,Mid,Medium,Electric,Automatic,Coupe,6204.318079605813
4.0,108044.34436914565,Luxury,0.0,Partial,3.0,Red,Luxury,Medium,Diesel,Manual,SUV,10481.652412361975
3.0,159993.36685202896,Mainstream,0.0,Partial,1.0,Red,Base,High,Petrol,Automatic,Coupe,63181.72780068289
,128829.1972335414,Luxury,0.0,Partial,3.0,,Premium,High,Diesel,Automatic,Convertible,36876.1516525873
5.0,9563.931730540786,Luxury,,Complete,1.0,Blue,Luxury,High,Diesel,Automatic,Sedan,34229.73722193026
9.0,32827.88063668897,Budget,0.0,None,3.0,White,Luxury,Low,Hybrid,Automatic,Convertible,
15.0,147492.00380372367,Luxury,1.0,Partial,3.0,Red,Base,Low,Petrol,Manual,SUV,79381.36847522932
9.0,199447.3148759772,Luxury,0.0,Complete,1.0,Black,Luxury,High,Diesel,Manual,Truck,61857.609341734504
14.0,191960.27063033922,Budget,2.0,Complete,1.0,Silver,Mid,High,,Automatic,Coupe,64029.7206225131
2.0,186313.85702694303,Budget,0.0,Partial,2.0,Blue,Mid,Medium,Hybrid,Automatic,Coupe,19040.71681316755
18.0,193961.79097099285,Budget,0.0,None,3.0,Blue,Base,High,Electric,Automatic,SUV,17801.35906017992
13.0,15888.65169950815,Premium,0.0,Complete,1.0,Black,Luxury,High,Electric,Automatic,Sedan,78512.576776906
16.0,224299.8834158342,Luxury,,None,4.0,Other,Premium,Low,Electric,Manual,Convertible,56522.06238331965
6.0,222874.3607768603,,2.0,Partial,4.0,Black,Base,Low,Diesel,Manual,SUV,55876.65444441275
16.0,135321.3773289154,Luxury,,Complete,2.0,Other,Base,Low,Diesel,Manual,Convertible,25036.473770870503
4.0,65905.6114058475,Budget,0.0,Partial,4.0,Silver,Luxury,Medium,Diesel,Automatic,Sedan,71258.90999448669
10.0,150083.7258314512,Mainstream,0.0,Complete,1.0,Black,Mid,High,Hybrid,Manual,Truck,6421.910583959581
19.0,141682.0519619452,,0.0,,3.0,,,Low,Diesel,Automatic,Convertible,24143.45744778123
11.0,59624.51588410153,Budget,2.0,Partial,1.0,Blue,Premium,,Hybrid,Automatic,Sedan,16870.881954604032
5.0,152766.89383752394,Budget,2.0,Partial,4.0,Other,Premium,High,Petrol,Automatic,SUV,57754.39805731669
18.0,200337.0584446494,Budget,0.0,None,4.0,Black,Premium,High,Diesel,Automatic,Truck,58081.94926011094
3.0,202496.18186258775,Premium,0.0,Complete,1.0,White,Premium,Medium,Petrol,Automatic,Truck,44174.32456569579
8.0,19625.966458579023,Budget,1.0,None,2.0,Black,Base,High,Electric,Automatic,Truck,3404.985537200478
11.0,53305.01139405377,Mainstream,0.0,Complete,1.0,Other,Premium,Medium,,Automatic,Coupe,70279.15978645542
19.0,168714.72334533287,Premium,1.0,Partial,2.0,Blue,Premium,Medium,Petrol,Automatic,Sedan,76580.20924057742
3.0,215658.82662650404,Budget,0.0,Partial,4.0,Red,Premium,Low,Hybrid,Automatic,Convertible,18578.05904167909
12.0,132698.1852000578,Mainstream,,Partial,3.0,Black,Luxury,Medium,Hybrid,Automatic,SUV,67851.9199985783
15.0,178343.7887420702,Mainstream,0.0,Partial,3.0,Red,Mid,Low,Hybrid,Automatic,,77943.05678359151
16.0,,Luxury,3.0,None,1.0,White,Mid,High,Hybrid,Automatic,Truck,28177.007499103373
5.0,154063.09891192283,Budget,1.0,Complete,2.0,Other,,Low,Electric,Automatic,Truck,
19.0,240667.7403869674,Budget,1.0,Complete,4.0,Blue,Premium,Medium,Petrol,Automatic,Sedan,78270.58400834458
6.0,166948.5787230208,Luxury,0.0,Complete,3.0,Silver,,Low,Electric,Automatic,,7600.233470559232
12.0,230957.55056707832,Mainstream,0.0,Partial,1.0,Blue,Base,High,Electric,Automatic,Sedan,
19.0,143672.31724211306,Budget,0.0,Partial,1.0,Other,Luxury,Low,Hybrid,Automatic,SUV,60136.25354044041
9.0,211627.79075510227,Luxury,0.0,Partial,,Silver,Base,High,Petrol,Manual,Convertible,50536.21808557275
,35419.790023001144,Luxury,0.0,None,4.0,Silver,Luxury,Medium,Petrol,Automatic,Coupe,55707.32490795004
3.0,35260.74940727005,Mainstream,0.0,None,1.0,Blue,,Low,,Manual,SUV,57523.048617379674
14.0,34443.93565296967,Mainstream,0.0,Complete,1.0,Other,,High,,Manual,Sedan,55833.10525084765
5.0,124768.14024899373,Budget,1.0,Partial,1.0,Silver,Premium,High,Electric,Automatic,Sedan,29352.575254935397
5.0,85914.57240509319,Budget,2.0,Complete,2.0,Other,Mid,Low,Petrol,Manual,Sedan,26985.517448902447
4.0,181200.5341665538,Premium,,None,4.0,Red,Mid,,Hybrid,Manual,Coupe,
16.0,226142.3690035973,Mainstream,1.0,None,1.0,White,Mid,Low,Electric,Manual,,65191.635350333985
13.0,156746.83300050307,Premium,0.0,None,4.0,Black,Luxury,Low,Petrol,Manual,SUV,75246.86972195127
8.0,57236.58624415193,Premium,0.0,Partial,1.0,Other,Mid,Low,Diesel,Automatic,SUV,38053.950238625395
16.0,233064.83254463287,Luxury,,Partial,1.0,Other,Base,High,Hybrid,Manual,SUV,9603.992565654236
2.0,134325.04784380575,Luxury,0.0,Partial,1.0,Silver,Premium,Medium,Petrol,Automatic,Truck,75248.98698922593
8.0,181386.66051826003,Budget,3.0,Complete,4.0,Other,Luxury,High,Hybrid,Manual,Truck,9192.972059438627
3.0,223173.9333566184,Mainstream,3.0,Complete,1.0,Other,Base,Low,Petrol,Automatic,Sedan,15251.43970075067
9.0,247508.82336423115,,0.0,None,1.0,Silver,Luxury,Low,Hybrid,Manual,Truck,69811.20699612357
11.0,128985.66752991009,Premium,1.0,Partial,4.0,Blue,Mid,,Diesel,Manual,SUV,45463.84761954808
1.0,202975.3660775001,Premium,1.0,None,1.0,Other,Luxury,Low,Electric,Manual,SUV,30156.83723545915
1.0,143882.4310029693,Budget,1.0,None,3.0,Red,Luxury,Medium,Electric,Automatic,,74680.04586667061
8.0,124181.21676897246,Luxury,0.0,None,3.0,Black,Premium,Low,Electric,Automatic,Convertible,76958.99194069605
16.0,136739.567222691,Mainstream,1.0,Partial,1.0,Other,Luxury,High,Diesel,Automatic,Sedan,28468.72744835012
10.0,123647.43473631752,Mainstream,1.0,Complete,2.0,Silver,Luxury,Medium,Hybrid,Automatic,Coupe,69868.65908804427
2.0,108151.88910469675,Mainstream,0.0,Complete,4.0,Red,Premium,High,Hybrid,Automatic,Sedan,55246.721594450886
16.0,182311.569175927,Mainstream,0.0,Partial,1.0,Black,Luxury,Low,Petrol,Automatic,Sedan,24135.835713216147
4.0,66170.5749071765,,0.0,Complete,4.0,Blue,Luxury,High,Petrol,Manual,Sedan,75490.31644275383
19.0,156013.45912247014,Budget,1.0,Complete,2.0,Other,Base,High,Hybrid,Automatic,Truck,7856.321672761754
9.0,179675.24355228525,Budget,0.0,Partial,2.0,Silver,,High,Diesel,Manual,Sedan,27481.557038165836
3.0,223562.25418072272,Luxury,1.0,None,,Blue,Luxury,Medium,Diesel,Automatic,SUV,33512.14402504435
11.0,86309.9014897085,Budget,1.0,None,2.0,Other,Luxury,Medium,Electric,Manual,Sedan,56180.29775338281
8.0,215846.78036143578,Budget,0.0,Complete,2.0,Blue,Mid,Medium,Electric,Automatic,SUV,5959.343034302703
7.0,236596.33697483662,Premium,1.0,None,4.0,Silver,Base,,Electric,Automatic,Truck,71512.82144232103
1.0,163926.4487717211,Luxury,1.0,Partial,2.0,Red,Mid,High,Hybrid,Automatic,Truck,53750.92664830503
8.0,194001.0869411382,,2.0,Partial,3.0,Red,Luxury,Low,Petrol,Automatic,Sedan,24176.75799828123
17.0,104398.20515562397,Premium,0.0,Complete,1.0,Blue,Mid,Medium,Hybrid,Automatic,SUV,53692.34122959931
11.0,238273.17784724972,Luxury,0.0,Partial,3.0,Blue,,Low,Hybrid,Manual,SUV,44343.14183378058
7.0,169361.0564961739,Luxury,1.0,Partial,3.0,Other,Premium,High,Diesel,Automatic,SUV,28893.233679763416
9.0,,Mainstream,0.0,Partial,1.0,White,Premium,Medium,Diesel,Automatic,SUV,5201.928221171263
14.0,104044.0300723356,Premium,0.0,Complete,3.0,Black,Luxury,Low,Petrol,Manual,Coupe,45434.752083842766
5.0,156350.10096223615,Premium,0.0,,1.0,Other,,High,Petrol,Automatic,Truck,9327.976639407887
18.0,62363.1153055123,Premium,0.0,None,1.0,Blue,Luxury,High,Hybrid,Manual,SUV,65383.57939770906
13.0,189709.02906337156,Luxury,0.0,None,4.0,Blue,Base,High,Hybrid,Manual,,9816.475221563953
5.0,60049.421486062565,Mainstream,1.0,Complete,1.0,Black,,,Hybrid,Automatic,Coupe,36012.9242019636
8.0,149988.3529638801,Luxury,,,1.0,Silver,Base,Medium,Hybrid,Automatic,,36460.48799779936
15.0,,,0.0,Complete,2.0,Red,Mid,Low,Diesel,Automatic,Convertible,45827.52798301433
4.0,215638.23443707696,Budget,0.0,Partial,2.0,Silver,Mid,High,,Automatic,Sedan,6042.107539295892
1.0,184805.60186828862,Budget,0.0,None,3.0,Black,Premium,Medium,,Manual,Truck,18695.098460431633
6.0,200712.14743030982,Mainstream,1.0,Complete,1.0,Black,Luxury,,Electric,Automatic,Convertible,18361.591168382456
19.0,228668.29136697282,Luxury,0.0,None,1.0,White,Base,High,Petrol,Manual,Sedan,49120.73733117097
12.0,151454.0324994077,,0.0,Partial,4.0,Other,Luxury,High,Petrol,Automatic,Sedan,23299.93601292436
7.0,212338.60261219408,Budget,0.0,Complete,1.0,Other,Base,Low,Petrol,,Sedan,14103.013527606545
13.0,61808.696601167154,Budget,1.0,Complete,4.0,Other,Premium,Low,Petrol,Manual,,4413.186566984844
7.0,204609.62684403337,Luxury,2.0,Complete,,Other,Mid,Low,Diesel,Automatic,SUV,67721.95231651011
9.0,59313.25162008766,Premium,1.0,Partial,2.0,White,Mid,Medium,Hybrid,Automatic,Sedan,77809.21117830437
1.0,233984.15859198105,Mainstream,0.0,Complete,2.0,Red,Base,Medium,Petrol,Automatic,SUV,57151.17348472972
13.0,85843.46767712882,Budget,0.0,Partial,2.0,Other,Luxury,Medium,Electric,Manual,Sedan,34778.85676724232
19.0,47100.309553025145,Budget,0.0,Partial,3.0,Blue,Premium,Medium,Petrol,Automatic,Coupe,12394.842527866309
1.0,41301.34623165446,,0.0,Partial,1.0,Black,Premium,Medium,Electric,Automatic,Sedan,39583.07356511361
19.0,50881.69314976893,,2.0,Complete,2.0,White,Luxury,High,Hybrid,,Truck,38213.77269487583
18.0,114647.37559797565,Budget,0.0,,4.0,Silver,Mid,Low,Diesel,Manual,Convertible,35330.47578812623
5.0,132926.60081461444,Premium,1.0,Complete,2.0,Other,Luxury,Low,Diesel,Manual,Sedan,32129.375752480177
3.0,228877.52896836004,Budget,0.0,None,1.0,White,Mid,Low,Petrol,Automatic,Convertible,41250.01642396315
2.0,98348.6267172854,Budget,0.0,,2.0,Silver,Base,Low,Petrol,Manual,Convertible,8634.914857378884
10.0,58283.165652828255,Premium,1.0,Complete,1.0,,Premium,High,Electric,Automatic,Coupe,5948.683948099065
6.0,187236.1724006485,Premium,1.0,Partial,,Silver,Base,,Petrol,Automatic,Convertible,7924.941846480551
19.0,,Mainstream,1.0,Partial,2.0,White,Luxury,,Diesel,Automatic,Coupe,18399.882969145827
17.0,223609.42614372104,Luxury,3.0,Complete,,White,Luxury,Medium,Petrol,Automatic,Sedan,24411.409680102857
19.0,105302.91062615697,Budget,1.0,Partial,3.0,,Base,Low,Electric,Automatic,SUV,16048.236706581327
13.0,155391.16349547,Budget,2.0,Partial,1.0,Red,Luxury,,Hybrid,Manual,Coupe,22397.58692669962
17.0,50615.16394104804,Luxury,1.0,Complete,,Blue,Luxury,High,Diesel,Manual,Convertible,17309.479545372356
18.0,40654.64152455999,Luxury,,Complete,2.0,Black,Luxury,High,Diesel,Automatic,Convertible,14607.230989623975
11.0,200715.64681493962,Luxury,1.0,Partial,1.0,Blue,Premium,,Hybrid,Manual,Sedan,
13.0,110277.06151906717,Budget,1.0,Partial,1.0,Red,Premium,Medium,Hybrid,Manual,Coupe,33608.4724971059
11.0,246751.9891179215,Budget,2.0,,2.0,Other,Mid,Medium,Diesel,Manual,Sedan,60308.54164700308
19.0,133452.99639085063,Budget,0.0,Complete,3.0,Silver,Premium,Medium,Electric,Automatic,Coupe,76577.34559852918
10.0,212184.96313563397,Premium,0.0,Complete,4.0,Blue,Base,Medium,Electric,Automatic,SUV,73760.32888406451
3.0,245091.10128675163,Mainstream,2.0,Partial,2.0,Black,Base,,Petrol,Automatic,Truck,39646.90126093802
6.0,73881.78956958289,Mainstream,2.0,Partial,2.0,Other,Premium,Low,Electric,Manual,,38523.57185123778
7.0,201216.0194780647,Luxury,2.0,Partial,4.0,Black,Base,High,Diesel,Manual,Convertible,12678.737926777727
5.0,10391.510014538271,Luxury,2.0,Complete,4.0,Silver,Luxury,High,Petrol,Manual,Sedan,77823.98974842846
,171539.75892495207,Budget,,,4.0,,Premium,,Electric,Manual,Coupe,61527.530380945194
10.0,187574.2673238731,Mainstream,0.0,Partial,4.0,Red,Mid,Medium,Hybrid,Manual,Sedan,68262.75606166385
14.0,121954.10954669808,Mainstream,1.0,Partial,2.0,Blue,Mid,Medium,Electric,Automatic,SUV,21030.602255158854
11.0,44715.77647878799,,2.0,Complete,4.0,Black,Premium,Medium,Petrol,Automatic,Coupe,33883.62077377294
17.0,156096.53427922018,Budget,1.0,Complete,3.0,Blue,Base,High,Hybrid,Manual,Convertible,10903.672983260596
11.0,224894.5215617116,Budget,0.0,None,4.0,White,Premium,High,Petrol,Automatic,Convertible,75442.60911178999
7.0,233173.2038966759,,1.0,None,1.0,Blue,Premium,Medium,Petrol,Automatic,Coupe,25008.84987278584
11.0,,Mainstream,0.0,Complete,1.0,Silver,Mid,Medium,Hybrid,Automatic,SUV,48892.75170085569
13.0,69609.7483142725,Premium,0.0,Complete,4.0,Red,Luxury,Low,Petrol,Manual,Sedan,14720.9422292053
19.0,218230.09688468042,Premium,1.0,Complete,2.0,,Luxury,Medium,Diesel,Automatic,,
6.0,222761.65134191528,Budget,1.0,Complete,2.0,Black,Premium,Low,Petrol,Automatic,Convertible,17348.53937930373
2.0,94974.34040757905,Premium,0.0,Partial,3.0,Other,Mid,Medium,Diesel,Manual,SUV,65322.59811171519
14.0,49830.525453201764,Mainstream,0.0,Complete,2.0,Red,Mid,Medium,Hybrid,Automatic,SUV,33935.71619175185
,219291.56136267522,Budget,0.0,,3.0,Blue,Premium,Medium,Petrol,Automatic,SUV,47487.29027592104
7.0,221848.8422369395,Mainstream,0.0,Partial,3.0,Black,Premium,Low,Electric,Automatic,Sedan,23767.576118361187
1.0,29721.99071504745,Budget,2.0,None,3.0,Red,Premium,Low,Petrol,,SUV,70973.78714442809
2.0,241911.15159450963,Budget,0.0,Partial,4.0,Silver,Luxury,Low,Diesel,Automatic,SUV,61509.87017683038
,135604.73550430546,Mainstream,1.0,Complete,2.0,White,Premium,High,Diesel,Automatic,Coupe,30279.09522447608
18.0,248463.89776101938,Budget,1.0,Complete,1.0,White,Mid,High,Electric,Automatic,Coupe,48073.03131783999
18.0,114027.02130308695,Budget,1.0,None,3.0,Silver,Premium,Medium,Hybrid,Manual,SUV,12932.111344975643
18.0,135654.41814308928,Premium,1.0,None,1.0,Other,Mid,Low,Diesel,Manual,SUV,15356.36637526102
10.0,70190.29383295518,Mainstream,0.0,Partial,3.0,White,Mid,Low,,Manual,Coupe,44093.17678521421
8.0,225242.1241512655,Mainstream,1.0,Complete,2.0,Silver,Base,Medium,Diesel,Automatic,,52326.10503831418
8.0,113709.46868278144,Premium,1.0,None,4.0,Blue,Mid,Medium,Petrol,Manual,Coupe,45922.24195713243
2.0,204580.44313870903,Budget,0.0,Complete,3.0,Other,Base,Medium,,Automatic,Coupe,46074.41583618054
,24534.89739829526,Luxury,1.0,Complete,3.0,Other,,Medium,Petrol,Manual,Coupe,60156.3408495057
11.0,198120.4239812291,Luxury,0.0,None,1.0,Silver,Base,Low,Petrol,Automatic,Coupe,72485.3760187787
,125109.56985161135,Mainstream,0.0,None,4.0,White,Luxury,High,Petrol,,,32845.01100102482
,6324.930534610962,Premium,3.0,Partial,2.0,Blue,Luxury,Low,Electric,Manual,Convertible,44343.863750499964
11.0,60434.42005470475,Budget,1.0,Complete,3.0,Other,Luxury,High,Diesel,Automatic,Sedan,71762.84679721681
,52463.90180356366,Premium,1.0,Partial,2.0,Silver,Premium,Medium,Electric,Automatic,Sedan,38749.45655350094
8.0,189182.32242081274,,2.0,Partial,4.0,Silver,Mid,High,Diesel,Manual,SUV,37276.469650545005
15.0,121914.53649933856,Mainstream,0.0,Partial,1.0,Other,Luxury,Low,Petrol,Automatic,Truck,62021.613199446445
8.0,44131.00718833887,Mainstream,1.0,Partial,4.0,Other,Base,Low,Petrol,Automatic,SUV,70552.18669530025
19.0,67916.72937608688,Luxury,0.0,None,4.0,Blue,Premium,Low,Hybrid,Automatic,Sedan,59800.763383970385
1.0,128498.81729994179,Premium,2.0,Complete,4.0,Other,Premium,Low,Hybrid,Manual,Sedan,10709.578095517136
3.0,9811.358343320098,Mainstream,1.0,Complete,4.0,Black,Base,Low,Electric,Automatic,SUV,38787.36649686963
12.0,108910.76908434657,Premium,2.0,Complete,2.0,White,Base,Low,Diesel,,Convertible,19321.660970182616
16.0,171125.04389516634,Mainstream,0.0,Partial,2.0,Other,Premium,Medium,Electric,Automatic,SUV,27435.7882091274
16.0,131849.8733950403,Budget,0.0,Partial,1.0,Black,Premium,High,Hybrid,Automatic,Convertible,39094.089056921555
17.0,151534.3875634972,,0.0,Partial,,Blue,,Medium,Diesel,Automatic,Convertible,20057.707472684448
